,labels,samples_per_cluster,silhouette_score
cluster_43,"[ 2  9 24 23 25  1  1  1  6  1  3 30 14 14  4 26 26 14 26 26  5  9  5  9
 37  6  4  4  4  6  4  4  4  4  4  6  6  4  6  4  9  9  9  9  9  6  6  6
  6  9  4  9  6  6  9  1  6  1  1  1  9  9  9  9  9 28 35 14 40  3  9 42
  6  4  4  5 10  5 16 12 39 38 20 41 21 42  0  4 18 27 29  2 20 31 16  6
  6  6  6  6  2 13 16 36  9 16  9 19 20  0 12 33 22 10 32  9  9  9  9  9
  9  9  9  9  9  9  9 16 16  9  8 34 34  9  9  5  7  7  9  9  9  9 11 11
  9 17  9  9  9  9  9  5 11  7  7  7  9  9  9  7  7  9  9  9  9  5  9  9
  9  9 11  9  9  9 15  9  9  9  9  5  8  9  9  5  9 11  9  9 11  9  9  9
  9  9  9  7  7  7  7  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 6: 19, 4: 15, 7: 11, 5: 9, 1: 8, 11: 7, 16: 6, 14: 4, 26: 4, 2: 3, 20: 3, 0: 2, 34: 2, 42: 2, 12: 2, 10: 2, 8: 2, 3: 2, 15: 1, 31: 1, 41: 1, 40: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 33: 1, 32: 1, 29: 1, 30: 1, 13: 1, 28: 1, 27: 1, 25: 1, 24: 1, 23: 1, 22: 1, 19: 1, 18: 1, 17: 1, 21: 1}",0.5425148180768666
cluster_44,"[ 0  9 24 23 25  1  1  1  6  1  3 30 14 14  4 12 12 14 12 12  2  9  2  9
 37  6  4  4  4  6  4  4  4  4  4  6  6  4  6  4  9  9  9  9  9  6  6  6
  6  9  4  9  6  6  9  1  6  1  1  1  9  9  9  9  9 28 35 14 40  3  9 42
  6  4  4  2 10  2 16  5 39 38 20 41 43 42 21  4 18 27 29  0 20 31 16  6
  6  6  6  6  0 13 16 36  9 16  9 19 20 26  5 33 22 10 32  9  9  9  9  9
  9  9  9  9  9  9  9 16 16  9  8 34 34  9  9  2  7  7  9  9  9  9 11 11
  9 17  9  9  9  9  9  2 11  7  7  7  9  9  9  7  7  9  9  9  9  2  9  9
  9  9 11  9  9  9 15  9  9  9  9  2  8  9  9  2  9 11  9  9 11  9  9  9
  9  9  9  7  7  7  7  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 6: 19, 4: 15, 7: 11, 2: 9, 1: 8, 11: 7, 16: 6, 14: 4, 12: 4, 20: 3, 0: 3, 10: 2, 42: 2, 34: 2, 3: 2, 5: 2, 8: 2, 40: 1, 39: 1, 38: 1, 37: 1, 41: 1, 36: 1, 35: 1, 30: 1, 33: 1, 32: 1, 31: 1, 22: 1, 29: 1, 28: 1, 27: 1, 26: 1, 25: 1, 24: 1, 23: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 43: 1}",0.5408639592427739
cluster_45,"[14  9 24 23 25  1  1  1  2  1  3 30  6  6  4 12 12  6 12 12  0  9  0  9
 37  2  4  4  4  2  4  4  4  4  4  2  2  4  2  4  9  9  9  9  9  2  2  2
  2  9  4  9  2  2  9  1  2  1  1  1  9  9  9  9  9 28 35  6 40  3  9 42
  2  4  4  0 10  0 16  5 39 38 20 41 43 42 44  4 18 27 29 14 20 31 16  2
  2  2  2  2 21 13 16 36  9 16  9 19 20 26  5 33 22 10 32  9  9  9  9  9
  9  9  9  9  9  9  9 16 16  9  8 34 34  9  9  0  7  7  9  9  9  9 11 11
  9 17  9  9  9  9  9  0 11  7  7  7  9  9  9  7  7  9  9  9  9  0  9  9
  9  9 11  9  9  9 15  9  9  9  9  0  8  9  9  0  9 11  9  9 11  9  9  9
  9  9  9  7  7  7  7  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 2: 19, 4: 15, 7: 11, 0: 9, 1: 8, 11: 7, 16: 6, 6: 4, 12: 4, 20: 3, 14: 2, 34: 2, 42: 2, 10: 2, 8: 2, 5: 2, 3: 2, 43: 1, 30: 1, 41: 1, 40: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 33: 1, 32: 1, 31: 1, 22: 1, 29: 1, 28: 1, 27: 1, 26: 1, 25: 1, 24: 1, 23: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 44: 1}",0.541035644909609
cluster_46,"[ 6  9 24 23 25  1  1  1  0  1  3 30  2  2  4 12 12  2 12 12 14  9 14  9
 37  0  4  4  4  0  4  4  4  4  4  0  0  4  0  4  9  9  9  9  9  0  0  0
  0  9  4  9  0  0  9  1  0  1  1  1  9  9  9  9  9 28 35  2 40  3  9 42
  0  4  4 22 10 22 16  5 39 38 20 41 43 42 44  4 18 27 29  6 20 31 16  0
  0  0  0  0 21 13 16 36  9 16  9 19 20 26  5 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9 16 16  9  8 34 34  9  9 14  7  7  9  9  9  9 11 11
  9 17  9  9  9  9  9 14 11  7  7  7  9  9  9  7  7  9  9  9  9 14  9  9
  9  9 11  9  9  9 15  9  9  9  9 14  8  9  9 14  9 11  9  9 11  9  9  9
  9  9  9  7  7  7  7  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 0: 19, 4: 15, 7: 11, 1: 8, 14: 7, 11: 7, 16: 6, 2: 4, 12: 4, 20: 3, 10: 2, 8: 2, 6: 2, 34: 2, 3: 2, 42: 2, 22: 2, 5: 2, 38: 1, 33: 1, 35: 1, 36: 1, 37: 1, 43: 1, 39: 1, 40: 1, 41: 1, 31: 1, 44: 1, 32: 1, 23: 1, 30: 1, 29: 1, 28: 1, 27: 1, 26: 1, 25: 1, 24: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 45: 1}",0.5469871816131102
cluster_47,"[ 6  9 24 23 25  0  0  0 22  0  1 30  2  2  4 12 12  2 12 12 14  9 14  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9  0 16  0  0  0  9  9  9  9  9 28 35  2 40  1  9 42
 16  4  4 46 10 46  7  5 39 38 20 41 43 42 44  4 18 27 29  6 20 31  7 22
 22 22 22 22 21 13  7 36  9  7  9 19 20 26  5 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  8 34 34  9  9 14  3  3  9  9  9  9 11 11
  9 17  9  9  9  9  9 14 11  3  3  3  9  9  9  3  3  9  9  9  9 14  9  9
  9  9 11  9  9  9 15  9  9  9  9 14  8  9  9 14  9 11  9  9 11  9  9  9
  9  9  9  3  3  3  3  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 3: 11, 0: 8, 11: 7, 14: 7, 16: 6, 7: 6, 2: 4, 12: 4, 20: 3, 42: 2, 34: 2, 1: 2, 46: 2, 5: 2, 10: 2, 8: 2, 6: 2, 15: 1, 33: 1, 45: 1, 44: 1, 43: 1, 41: 1, 40: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 31: 1, 32: 1, 17: 1, 30: 1, 29: 1, 28: 1, 27: 1, 26: 1, 25: 1, 24: 1, 21: 1, 13: 1, 19: 1, 18: 1, 23: 1}",0.5485655644572461
cluster_48,"[ 6  9 24 47 25 12 12 12 22 12  1 30  0  0  4  5  5  0  5  5 14  9 14  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9 12 16 23 23 12  9  9  9  9  9 28 35  0 40  1  9 42
 16  4  4 46 10 46  7  2 39 38 20 41 43 42 44  4 18 27 29  6 20 31  7 22
 22 22 22 22 21 13  7 36  9  7  9 19 20 26  2 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  8 34 34  9  9 14  3  3  9  9  9  9 11 11
  9 17  9  9  9  9  9 14 11  3  3  3  9  9  9  3  3  9  9  9  9 14  9  9
  9  9 11  9  9  9 15  9  9  9  9 14  8  9  9 14  9 11  9  9 11  9  9  9
  9  9  9  3  3  3  3  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 3: 11, 14: 7, 11: 7, 16: 6, 12: 6, 7: 6, 0: 4, 5: 4, 20: 3, 10: 2, 42: 2, 1: 2, 23: 2, 2: 2, 8: 2, 34: 2, 46: 2, 6: 2, 43: 1, 44: 1, 33: 1, 45: 1, 40: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 41: 1, 24: 1, 32: 1, 31: 1, 30: 1, 29: 1, 28: 1, 27: 1, 26: 1, 25: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 47: 1}",0.5481432067508492
cluster_49,"[ 6  9 24 47 25 12 12 12 22 12  1 30  2  2  4  5  5  2  5  5 14  9 14  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9 12 16 23 23 12  9  9  9  9  9 28 35 48 40  1  9 42
 16  4  4 46 10 46  7  0 39 38 20 41 43 42 44  4 18 27 29  6 20 31  7 22
 22 22 22 22 21 13  7 36  9  7  9 19 20 26  0 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  8 34 34  9  9 14  3  3  9  9  9  9 11 11
  9 17  9  9  9  9  9 14 11  3  3  3  9  9  9  3  3  9  9  9  9 14  9  9
  9  9 11  9  9  9 15  9  9  9  9 14  8  9  9 14  9 11  9  9 11  9  9  9
  9  9  9  3  3  3  3  9  9  9  9  9  9  9  9  9  9  9  9 11  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 3: 11, 11: 7, 14: 7, 16: 6, 7: 6, 12: 6, 5: 4, 20: 3, 2: 3, 1: 2, 23: 2, 42: 2, 0: 2, 6: 2, 46: 2, 8: 2, 10: 2, 34: 2, 47: 1, 43: 1, 44: 1, 45: 1, 41: 1, 40: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 33: 1, 24: 1, 32: 1, 31: 1, 30: 1, 29: 1, 28: 1, 27: 1, 26: 1, 25: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 48: 1}",0.547453520669888
cluster_50,"[ 6  9 49 47 25 12 12 12 22 12  1 30  0  0  4  2  2  0  2  2 14  9 14  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9 12 16 11 11 12  9  9  9  9  9 28 35 48 40  1  9 42
 16  4  4 46 10 46  7 24 39 38 20 41 43 42 44  4 18 27 29  6 20 31  7 22
 22 22 22 22 21 13  7 36  9  7  9 19 20 26 23 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  8 34 34  9  9 14  3  3  9  9  9  9  5  5
  9 17  9  9  9  9  9 14  5  3  3  3  9  9  9  3  3  9  9  9  9 14  9  9
  9  9  5  9  9  9 15  9  9  9  9 14  8  9  9 14  9  5  9  9  5  9  9  9
  9  9  9  3  3  3  3  9  9  9  9  9  9  9  9  9  9  9  9  5  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 3: 11, 5: 7, 14: 7, 16: 6, 12: 6, 7: 6, 2: 4, 20: 3, 0: 3, 11: 2, 46: 2, 1: 2, 42: 2, 8: 2, 6: 2, 10: 2, 34: 2, 45: 1, 44: 1, 33: 1, 43: 1, 48: 1, 47: 1, 41: 1, 40: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 25: 1, 32: 1, 31: 1, 30: 1, 29: 1, 28: 1, 27: 1, 26: 1, 24: 1, 23: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 49: 1}",0.5390568085793024
cluster_51,"[ 2  9 49 47 25 12 12 12 22 12  1 30 14 14  4  0  0 50  0  0  6  9  6  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9 12 16 11 11 12  9  9  9  9  9 28 35 48 40  1  9 42
 16  4  4 46 10 46  7 24 39 38 20 41 43 42 44  4 18 27 29  2 20 31  7 22
 22 22 22 22 21 13  7 36  9  7  9 19 20 26 23 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  8 34 34  9  9  6  3  3  9  9  9  9  5  5
  9 17  9  9  9  9  9  6  5  3  3  3  9  9  9  3  3  9  9  9  9  6  9  9
  9  9  5  9  9  9 15  9  9  9  9  6  8  9  9  6  9  5  9  9  5  9  9  9
  9  9  9  3  3  3  3  9  9  9  9  9  9  9  9  9  9  9  9  5  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 3: 11, 5: 7, 6: 7, 16: 6, 7: 6, 12: 6, 0: 4, 20: 3, 10: 2, 8: 2, 14: 2, 34: 2, 46: 2, 11: 2, 2: 2, 42: 2, 1: 2, 41: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 44: 1, 43: 1, 45: 1, 47: 1, 48: 1, 49: 1, 35: 1, 25: 1, 33: 1, 23: 1, 13: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 24: 1, 32: 1, 26: 1, 27: 1, 28: 1, 29: 1, 30: 1, 31: 1, 50: 1}",0.5387750549418496
cluster_52,"[ 0  9 49 47 51 12 12 12 22 12  1 30 14 14  4 25  6 50  6 25  2  9  2  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9 12 16 11 11 12  9  9  9  9  9 28 35 48 40  1  9 42
 16  4  4 46 10 46  7 24 39 38 20 41 43 42 44  4 18 27 29  0 20 31  7 22
 22 22 22 22 21 13  7 36  9  7  9 19 20 26 23 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  8 34 34  9  9  2  3  3  9  9  9  9  5  5
  9 17  9  9  9  9  9  2  5  3  3  3  9  9  9  3  3  9  9  9  9  2  9  9
  9  9  5  9  9  9 15  9  9  9  9  2  8  9  9  2  9  5  9  9  5  9  9  9
  9  9  9  3  3  3  3  9  9  9  9  9  9  9  9  9  9  9  9  5  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 3: 11, 2: 7, 5: 7, 16: 6, 7: 6, 12: 6, 20: 3, 0: 2, 42: 2, 1: 2, 25: 2, 46: 2, 34: 2, 10: 2, 6: 2, 14: 2, 11: 2, 8: 2, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 49: 1, 35: 1, 43: 1, 44: 1, 45: 1, 50: 1, 47: 1, 48: 1, 26: 1, 33: 1, 32: 1, 31: 1, 30: 1, 29: 1, 28: 1, 27: 1, 24: 1, 23: 1, 21: 1, 19: 1, 18: 1, 17: 1, 15: 1, 13: 1, 51: 1}",0.5395185333889931
cluster_53,"[52  9 49 47 51 12 12 12 22 12  0 30 14 14  4 25  6 50  6 25  2  9  2  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9 16 22 22
 16  9  4  9 16 16  9 12 16 11 11 12  9  9  9  9  9 28 35 48 40  0  9 42
 16  4  4 46 10 46  7 24 39 38 20 41 43 42 44  4 18 27 29 36 20 31  7 22
 22 22 22 22 21 13  7 17  9  7  9 19 20 26 23 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  7  7  9  3 34 34  9  9  2  1  1  9  9  9  9  5  5
  9  8  9  9  9  9  9  2  5  1  1  1  9  9  9  1  1  9  9  9  9  2  9  9
  9  9  5  9  9  9 15  9  9  9  9  2  3  9  9  2  9  5  9  9  5  9  9  9
  9  9  9  1  1  1  1  9  9  9  9  9  9  9  9  9  9  9  9  5  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 1: 11, 2: 7, 5: 7, 16: 6, 7: 6, 12: 6, 20: 3, 0: 2, 42: 2, 25: 2, 46: 2, 34: 2, 3: 2, 11: 2, 10: 2, 14: 2, 6: 2, 49: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 51: 1, 43: 1, 44: 1, 45: 1, 50: 1, 47: 1, 35: 1, 48: 1, 26: 1, 33: 1, 21: 1, 8: 1, 13: 1, 15: 1, 17: 1, 18: 1, 19: 1, 23: 1, 32: 1, 24: 1, 27: 1, 28: 1, 29: 1, 30: 1, 31: 1, 52: 1}",0.5376754225579826
cluster_54,"[52  9 49 47 51 12 12 12 22 12 53 30 14 14  4 25  6 50  6 25  2  9  2  9
 37 22  4  4  4 22  4  4  4  4  4 22 22  4 22  4  9  9  9  9  9  7 22 22
  7  9  4  9  7  7  9 12  7 11 11 12  9  9  9  9  9 28 35 48 40 34  9 42
  7  4  4 46 10 46  3 24 39 38 20 41 43 42 44  4 18 27 29 36 20 31  3 22
 22 22 22 22 21 13  3 17  9  3  9 19 20 26 23 33 45 10 32  9  9  9  9  9
  9  9  9  9  9  9  9  3  3  9  1 16 16  9  9  2  0  0  9  9  9  9  5  5
  9  8  9  9  9  9  9  2  5  0  0  0  9  9  9  0  0  9  9  9  9  2  9  9
  9  9  5  9  9  9 15  9  9  9  9  2  1  9  9  2  9  5  9  9  5  9  9  9
  9  9  9  0  0  0  0  9  9  9  9  9  9  9  9  9  9  9  9  5  9  9  9  9
  9  9  9  9  9]","{9: 94, 4: 15, 22: 13, 0: 11, 2: 7, 5: 7, 7: 6, 12: 6, 3: 6, 20: 3, 16: 2, 42: 2, 10: 2, 11: 2, 25: 2, 1: 2, 14: 2, 6: 2, 46: 2, 37: 1, 41: 1, 40: 1, 39: 1, 38: 1, 43: 1, 49: 1, 44: 1, 45: 1, 47: 1, 48: 1, 35: 1, 50: 1, 51: 1, 52: 1, 36: 1, 27: 1, 34: 1, 33: 1, 8: 1, 13: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1, 53: 1}",0.5335461774440263
cluster_55,"[52  4 49 47 51 12 12 12 22 12 53 30 14 14  1 25  6 50  6 25  2  4  2  4
 37 22  1  1  1 22  1  1  1  1  1 22 22  1 22  1  4  4  4  4  4  7 22 22
  7  4  1  4  7  7  4 12  7 11 11 12  4  4  4  4  4 28 35 48 40 34  4 20
  7  1  1 46 10 46  3 24 39 38  9 41 43 20 44  1 18 27 29 36  9 31  3 22
 22 22 22 22 21 13  3 17  4  3  4 19  9 54 23 33 45 10 32  4  4  4  4  4
  4  4  4  4  4  4  4  3  3  4  0 16 16  4  4  2 42 42  4  4  4  4  5  5
  4  8  4  4  4  4  4  2  5 42 42 42  4  4  4 26 42  4  4  4  4  2  4  4
  4  4  5  4  4  4 15  4  4  4  4  2  0  4  4  2  4  5  4  4  5  4  4  4
  4  4  4 26 42 42 42  4  4  4  4  4  4  4  4  4  4  4  4  5  4  4  4  4
  4  4  4  4  4]","{4: 94, 1: 15, 22: 13, 42: 9, 2: 7, 5: 7, 3: 6, 7: 6, 12: 6, 9: 3, 0: 2, 16: 2, 46: 2, 20: 2, 25: 2, 14: 2, 26: 2, 11: 2, 10: 2, 6: 2, 40: 1, 41: 1, 43: 1, 44: 1, 38: 1, 39: 1, 49: 1, 45: 1, 47: 1, 48: 1, 36: 1, 50: 1, 51: 1, 52: 1, 53: 1, 37: 1, 27: 1, 35: 1, 34: 1, 8: 1, 13: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1, 33: 1, 54: 1}",0.5352273541016146
cluster_56,"[52  4 49 47 51  5  5  5 22  5 53 30 14 14  1 25  6 50  6 25  0  4  0  4
 37 22  1  1  1 22  1  1  1  1  1 22 22  1 22  1  4  4  4  4  4  7 22 22
  7  4  1  4  7  7  4  5  7 11 11  5  4  4  4  4  4 28 35 48 40 34  4 20
  7  1  1 46 10 46  3 24 39 38  9 41 43 20 44  1 18 55 29 36  9 31  3 22
 22 22 22 22 21 27  3 17  4  3  4 19  9 54 23 33 45 10 32  4  4  4  4  4
  4  4  4  4  4  4  4  3  3  4 13 16 16  4  4  0 42 42  4  4  4  4  2  2
  4  8  4  4  4  4  4  0  2 42 42 42  4  4  4 12 42  4  4  4  4  0  4  4
  4  4  2  4  4  4 15  4  4  4  4  0 26  4  4  0  4  2  4  4  2  4  4  4
  4  4  4 12 42 42 42  4  4  4  4  4  4  4  4  4  4  4  4  2  4  4  4  4
  4  4  4  4  4]","{4: 94, 1: 15, 22: 13, 42: 9, 0: 7, 2: 7, 3: 6, 5: 6, 7: 6, 9: 3, 14: 2, 46: 2, 20: 2, 16: 2, 25: 2, 12: 2, 11: 2, 10: 2, 6: 2, 40: 1, 45: 1, 41: 1, 43: 1, 38: 1, 44: 1, 39: 1, 50: 1, 47: 1, 48: 1, 49: 1, 36: 1, 51: 1, 52: 1, 53: 1, 54: 1, 37: 1, 28: 1, 35: 1, 23: 1, 8: 1, 13: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 24: 1, 34: 1, 26: 1, 27: 1, 29: 1, 30: 1, 31: 1, 32: 1, 33: 1, 55: 1}",0.532089285272905
cluster_57,"[52  1 49 47 51  5  5  5 22  5 53 30 14 14  0 25  6 50  6 25  4  1  4  1
 37 22  0  0  0 22  0  0  0  0  0 22 22  0 22  0  1  1  1  1  1  7 22 22
  7  1  0  1  7  7  1  5  7 11 11  5  1  1  1  1  1 28 35 48 40 34  1 20
  7  0  0 46 10 46  3 24 39 38  9 41 43 20 44  0 18 55 29 36  9 31  3 22
 22 22 22 22 21 56  3 17  1  3  1 19  9 54 23 33 45 10 32  1  1  1  1  1
  1  1  1  1  1  1  1  3  3  1 27 16 16  1  1 13 42 42  1  1  1  1  2  2
  1  8  1  1  1  1  1  4  2 42 42 42  1  1  1 12 42  1  1  1  1 13  1  1
  1  1  2  1  1  1 15  1  1  1  1  4 26  1  1  4  1  2  1  1  2  1  1  1
  1  1  1 12 42 42 42  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  1  1
  1  1  1  1  1]","{1: 94, 0: 15, 22: 13, 42: 9, 2: 7, 3: 6, 5: 6, 7: 6, 4: 5, 9: 3, 14: 2, 20: 2, 16: 2, 13: 2, 46: 2, 12: 2, 11: 2, 10: 2, 6: 2, 25: 2, 40: 1, 41: 1, 43: 1, 44: 1, 39: 1, 45: 1, 52: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 37: 1, 53: 1, 54: 1, 55: 1, 38: 1, 28: 1, 36: 1, 24: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 26: 1, 35: 1, 27: 1, 29: 1, 30: 1, 31: 1, 32: 1, 33: 1, 34: 1, 56: 1}",0.5399259948784764
cluster_58,"[52  0 49 47 51  5  5  5 22  5 53 30 14 14 13 25  6 50  6 25  1  0  1  0
 37 22 13 13 13 22 13 13 13 13 13 22 22 13 22 13  0  0  0  0  0  7 22 22
  7  0 13  0  7  7  0  5  7 11 11  5  0  0  0  0  0 57 35 48 40 34  0  9
  7 20 20 46 10 46  3 24 39 38  4 41 43  9 44 20 18 55 29 36  4 31  3 22
 22 22 22 22 21 56  3 17  0  3  0 19  4 54 23 33 45 10 32  0  0  0  0  0
  0  0  0  0  0  0  0  3  3  0 27 16 16  0  0 28 42 42  0  0  0  0  2  2
  0  8  0  0  0  0  0  1  2 42 42 42  0  0  0 12 42  0  0  0  0 28  0  0
  0  0  2  0  0  0 15  0  0  0  0  1 26  0  0  1  0  2  0  0  2  0  0  0
  0  0  0 12 42 42 42  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0
  0  0  0  0  0]","{0: 94, 22: 13, 13: 12, 42: 9, 2: 7, 3: 6, 5: 6, 7: 6, 1: 5, 4: 3, 20: 3, 25: 2, 46: 2, 16: 2, 28: 2, 14: 2, 12: 2, 11: 2, 10: 2, 9: 2, 6: 2, 47: 1, 43: 1, 44: 1, 45: 1, 40: 1, 41: 1, 52: 1, 48: 1, 49: 1, 50: 1, 51: 1, 38: 1, 53: 1, 54: 1, 55: 1, 56: 1, 39: 1, 29: 1, 37: 1, 24: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 26: 1, 36: 1, 27: 1, 30: 1, 31: 1, 32: 1, 33: 1, 34: 1, 35: 1, 57: 1}",0.5439934503295724
cluster_59,"[52 28 49 47 51  5  5  5 22  5 53 30 14 14 13 25  2 50  2 25  1 28  1 28
 37 22 13 13 13 22 13 13 13 13 13 22 22 13 22 13  6  6  6  6  6  7 22 22
  7  6 13  6  7  7  6  5  7 11 11  5  6  6  6 28 28 57 35 48 40 34  6  9
  7 20 20 46 10 46  3 24 39 38  4 41 43  9 44 20 18 55 29 36  4 31  3 22
 22 22 22 22 21 56  3 17 28  3 28 19  4 54 23 33 45 10 32 28 28 28 28  6
 28 28 28 28 28 28 28  3  3 28 27 16 16 28 28 58 42 42 28 28 28 28  0  0
 28  8 28 28 28 28 28  1  0 42 42 42 28 28 28 12 42 28 28 28 28 58 28 28
 28 28  0 28 28 28 15 28 28 28 28  1 26 28 28  1 28  0 28 28  0 28 28 28
 28 28 28 12 42 42 42 28 28 28 28 28 28 28 28 28 28 28 28  0 28 28 28 28
 28 28 28 28 28]","{28: 81, 6: 13, 22: 13, 13: 12, 42: 9, 0: 7, 3: 6, 5: 6, 7: 6, 1: 5, 4: 3, 20: 3, 16: 2, 46: 2, 25: 2, 58: 2, 10: 2, 14: 2, 12: 2, 2: 2, 11: 2, 9: 2, 50: 1, 8: 1, 43: 1, 44: 1, 45: 1, 47: 1, 48: 1, 49: 1, 15: 1, 40: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 41: 1, 37: 1, 39: 1, 38: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 33: 1, 34: 1, 35: 1, 36: 1, 17: 1, 29: 1}",0.5661380703512511
