,labels,samples_per_cluster,silhouette_score
cluster_75,"[52  4 49 47 51  2  2  2 36  2 53 61 29 29 16 12 66 50 63 12 14  4 14  4
 37 10  6  6  6 36 16 16  6  6 16 10 36  6 36  6 13 13 13 13 13  7 10 10
  7 13  6 13  7  7 13  2 71 11 11  2 13 13 13  8  8 57 72 48 40 69 13 64
 25 58 58 22 62 22  3 24 39 38 34 41 43 46 44 65 18 55 59 73 34 31  0 36
 36 36 36 36 21 56  0 35 17  0 17 19 30 54 23 67 45 42 32  4  4  4  4 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8 28 33 20  8  8  8  8  1  1
  8 74  8  8  8  8  8  9 60 20 33 20  8  8 17  5 20  8  4  8  8 28  8  8
  8  8  1  4  4  8 15  8  8  8  8  9 26  8  8  9  8  1  8  8  1  8  8  8
  8  8  8  5 33 20 33  8  8  8  8  8  8  8  4  8  8  8 17  1  4  4  4  8
  8  4  8  8  8]","{8: 62, 4: 15, 13: 12, 36: 9, 6: 8, 1: 6, 2: 6, 20: 5, 17: 4, 16: 4, 33: 4, 10: 4, 7: 4, 9: 3, 3: 3, 0: 3, 22: 2, 34: 2, 58: 2, 29: 2, 28: 2, 68: 2, 12: 2, 5: 2, 14: 2, 11: 2, 70: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 59: 1, 60: 1, 61: 1, 69: 1, 73: 1, 62: 1, 63: 1, 64: 1, 72: 1, 71: 1, 65: 1, 66: 1, 67: 1, 49: 1, 50: 1, 37: 1, 48: 1, 31: 1, 15: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 32: 1, 47: 1, 35: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 74: 1}",0.46169566083430896
cluster_76,"[52  4 49 47 51  0  0  0 36  0 53 61 29 29 16 12 66 50 63 12 14  4 14  4
 75 10  2  2  2 36 16 16  2  2 16 10 36  2 36  2  6  6  6  6  6  7 10 10
  7  6  2  6  7  7  6  0 71 11 11  0  6  6  6  8  8 57 72 48 40 69  6 64
 25 28 28 22 62 22  3 24 39 38 34 41 43 46 44 65 37 55 59 73 34 31 58 36
 36 36 36 36 21 56 18 35 17 58 17 19 30 54 23 67 45 42 32  4  4  4  4 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8 13 33 20  8  8  8  8  1  1
  8 74  8  8  8  8  8  9 60 20 33 20  8  8 17  5 20  8  4  8  8 13  8  8
  8  8  1  4  4  8 15  8  8  8  8  9 26  8  8  9  8  1  8  8  1  8  8  8
  8  8  8  5 33 20 33  8  8  8  8  8  8  8  4  8  8  8 17  1  4  4  4  8
  8  4  8  8  8]","{8: 62, 4: 15, 6: 12, 36: 9, 2: 8, 0: 6, 1: 6, 20: 5, 16: 4, 33: 4, 17: 4, 10: 4, 7: 4, 3: 3, 9: 3, 11: 2, 12: 2, 5: 2, 29: 2, 28: 2, 58: 2, 68: 2, 34: 2, 22: 2, 14: 2, 13: 2, 57: 1, 55: 1, 54: 1, 59: 1, 53: 1, 52: 1, 60: 1, 61: 1, 56: 1, 69: 1, 62: 1, 63: 1, 64: 1, 65: 1, 66: 1, 67: 1, 50: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 51: 1, 38: 1, 49: 1, 48: 1, 15: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 75: 1}",0.45848705168937426
cluster_77,"[52  4 49 47 51  6 76  6 36  6 53 61 29 29 16 12 66 50 63 12 14  4 14  4
 75 10  0  0  0 36 16 16  0  0 16 10 36  0 36  0  2  2  2  2  2  7 10 10
  7  2  0  2  7  7  2  6 71 11 11  6  2  2  2  8  8 57 72 48 40 69  2 64
 25 28 28 22 62 22  3 24 39 38 34 41 43 46 44 65 37 55 59 73 34 31 58 36
 36 36 36 36 21 56 18 35 17 58 17 19 30 54 23 67 45 42 32  4  4  4  4 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8 13 33 20  8  8  8  8  1  1
  8 74  8  8  8  8  8  9 60 20 33 20  8  8 17  5 20  8  4  8  8 13  8  8
  8  8  1  4  4  8 15  8  8  8  8  9 26  8  8  9  8  1  8  8  1  8  8  8
  8  8  8  5 33 20 33  8  8  8  8  8  8  8  4  8  8  8 17  1  4  4  4  8
  8  4  8  8  8]","{8: 62, 4: 15, 2: 12, 36: 9, 0: 8, 1: 6, 6: 5, 20: 5, 16: 4, 33: 4, 17: 4, 10: 4, 7: 4, 3: 3, 9: 3, 58: 2, 22: 2, 68: 2, 14: 2, 34: 2, 28: 2, 13: 2, 12: 2, 11: 2, 5: 2, 29: 2, 61: 1, 60: 1, 53: 1, 59: 1, 57: 1, 56: 1, 55: 1, 54: 1, 52: 1, 62: 1, 69: 1, 63: 1, 64: 1, 65: 1, 66: 1, 67: 1, 50: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 75: 1, 51: 1, 38: 1, 49: 1, 48: 1, 15: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 76: 1}",0.4536808206814833
cluster_78,"[52  1 49 47 51  6 76  6 36  6 53 61 29 29 16 12 66 50 63 12 14  1 14  1
 75 10 20 20 20 36 16 16 18 18 16 10 36 20 36 20  2  2  2  2  2  7 10 10
  7  2 20  2  7  7  2  6 71 11 11  6  2  2  2  8  8 57 72 48 40 69  2 64
 25 28 28 22 62 22  3 24 39 77 34 41 43 46 44 65 37 55 59 73 34 31 58 36
 36 36 36 36 21 56 38 35 17 58 17 19 30 54 23 67 45 42 32  1  1  1  1 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8 13 33  9  8  8  8  8  0  0
  8 74  8  8  8  8  8  4 60  9 33  9  8  8 17  5  9  8  1  8  8 13  8  8
  8  8  0  1  1  8 15  8  8  8  8  4 26  8  8  4  8  0  8  8  0  8  8  8
  8  8  8  5 33  9 33  8  8  8  8  8  8  8  1  8  8  8 17  0  1  1  1  8
  8  1  8  8  8]","{8: 62, 1: 15, 2: 12, 36: 9, 20: 6, 0: 6, 6: 5, 9: 5, 7: 4, 10: 4, 33: 4, 16: 4, 17: 4, 3: 3, 4: 3, 34: 2, 68: 2, 29: 2, 28: 2, 58: 2, 22: 2, 18: 2, 14: 2, 13: 2, 12: 2, 11: 2, 5: 2, 54: 1, 56: 1, 57: 1, 63: 1, 59: 1, 60: 1, 53: 1, 61: 1, 62: 1, 55: 1, 71: 1, 64: 1, 65: 1, 66: 1, 67: 1, 69: 1, 70: 1, 51: 1, 72: 1, 73: 1, 74: 1, 75: 1, 76: 1, 52: 1, 39: 1, 50: 1, 49: 1, 15: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 77: 1}",0.4589786597217751
cluster_79,"[52  1 49 47 51  6 76  6 36  6 53 61 29 29 16 12 66 50 63 12 14  1 14  1
 75 10 20 20 20 36 16 16 18 18 16 10 36 20 36 20  0  0  0  0  0  7 10 10
  7  0 20  0  7  7  0  6 71  5  5  6  0  0  0  8  8 57 72 48 40 69  0 64
 25 28 28 22 62 22  3 24 39 77 34 41 43 46 44 65 37 55 59 73 34 31 58 36
 36 36 36 36 21 56 78 35 17 58 17 19 30 54 23 67 45 42 32  1  1  1  1 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8 13 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  4 60  9 33  9  8  8 17  2  9  8  1  8  8 13  8  8
  8  8 11  1  1  8 15  8  8  8  8  4 26  8  8  4  8 11  8  8 38  8  8  8
  8  8  8  2 33  9 33  8  8  8  8  8  8  8  1  8  8  8 17 11  1  1  1  8
  8  1  8  8  8]","{8: 62, 1: 15, 0: 12, 36: 9, 20: 6, 6: 5, 9: 5, 11: 5, 16: 4, 7: 4, 33: 4, 10: 4, 17: 4, 4: 3, 3: 3, 14: 2, 58: 2, 2: 2, 34: 2, 68: 2, 29: 2, 28: 2, 18: 2, 22: 2, 5: 2, 12: 2, 13: 2, 57: 1, 54: 1, 60: 1, 61: 1, 56: 1, 62: 1, 55: 1, 63: 1, 64: 1, 59: 1, 72: 1, 65: 1, 66: 1, 67: 1, 69: 1, 70: 1, 71: 1, 52: 1, 73: 1, 74: 1, 75: 1, 76: 1, 77: 1, 53: 1, 39: 1, 51: 1, 35: 1, 15: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 37: 1, 50: 1, 38: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 78: 1}",0.4562230111605082
cluster_80,"[52  1 49 47 51  6 76  6 36  6 53 61 29 29 16  5 66 50 63  5 14  1 14  1
 75 10 20 20 20 36 16 16 18 18 16 10 36 20 36 20 12 12 12 12 12  7 10 10
  7 12 20 12  7  7 12  6 71  2  2  6 19 19 19  8  8 57 72 48 40 69 19 64
 25 28 28 22 62 22  3 24 79 77 34 41 43 46 44 65 37 55 59 73 34 31 58 36
 36 36 36 36 21 56 78 35 17 58 17 39 30 54 23 67 45 42 32  1  1  1  1 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8 13 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  4 60  9 33  9  8  8 17  0  9  8  1  8  8 13  8  8
  8  8 11  1  1  8 15  8  8  8  8  4 26  8  8  4  8 11  8  8 38  8  8  8
  8  8  8  0 33  9 33  8  8  8  8  8  8  8  1  8  8  8 17 11  1  1  1  8
  8  1  8  8  8]","{8: 62, 1: 15, 36: 9, 12: 8, 20: 6, 11: 5, 6: 5, 9: 5, 33: 4, 17: 4, 16: 4, 19: 4, 10: 4, 7: 4, 3: 3, 4: 3, 58: 2, 2: 2, 68: 2, 34: 2, 29: 2, 28: 2, 13: 2, 0: 2, 22: 2, 18: 2, 5: 2, 14: 2, 57: 1, 60: 1, 61: 1, 56: 1, 65: 1, 62: 1, 63: 1, 64: 1, 55: 1, 59: 1, 73: 1, 66: 1, 67: 1, 69: 1, 70: 1, 71: 1, 72: 1, 53: 1, 74: 1, 75: 1, 76: 1, 77: 1, 78: 1, 54: 1, 40: 1, 52: 1, 37: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 35: 1, 38: 1, 51: 1, 39: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 79: 1}",0.46249250673741077
cluster_81,"[52  1 49 47 51  2 76  2 36  2 53 61 29 29 16  5 66 50 63  5 14  1 14  1
 75 10 20 20 20 36 16 16 18 18 16 10 36 20 36 20 12 12 12 12 12  7 10 10
  7 12 20 12  7  7 12  2 71  0  0  2 19 19 19  8  8 57 72 48 40 69 19 64
 25 13 13 22 62 22  3 24 79 77 34 41 43 46 44 65 37 55 59 73 34 31 28 36
 36 36 36 36 21 56 78 35 17 28 17 80 30 54 23 67 45 42 32  1  1  1  1 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8  6 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  4 60  9 33  9  8  8 17 39  9  8  1  8  8  6  8  8
  8  8 11  1  1  8 15  8  8  8  8  4 26  8  8  4  8 11  8  8 38  8  8  8
  8  8  8 58 33  9 33  8  8  8  8  8  8  8  1  8  8  8 17 11  1  1  1  8
  8  1  8  8  8]","{8: 62, 1: 15, 36: 9, 12: 8, 20: 6, 11: 5, 2: 5, 9: 5, 33: 4, 17: 4, 16: 4, 19: 4, 10: 4, 7: 4, 3: 3, 4: 3, 22: 2, 68: 2, 34: 2, 29: 2, 28: 2, 13: 2, 0: 2, 5: 2, 18: 2, 6: 2, 14: 2, 57: 1, 58: 1, 56: 1, 60: 1, 61: 1, 66: 1, 62: 1, 63: 1, 64: 1, 65: 1, 55: 1, 59: 1, 74: 1, 67: 1, 69: 1, 70: 1, 71: 1, 72: 1, 73: 1, 53: 1, 75: 1, 76: 1, 77: 1, 78: 1, 79: 1, 54: 1, 40: 1, 52: 1, 37: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 35: 1, 38: 1, 51: 1, 39: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 80: 1}",0.45702055068013425
cluster_82,"[52  1 49 47 51  0 76  0 36  0 53 61 29 29 16  5 66 50 63  5 14  1 14  1
 75 10 20 20 20 36 16 16 18 18 16 10 36 20 36 20 12 12 12 12 12  7 10 10
  7 12 20 12  7  7 12  0 71 81 58  0 19 19 19  8  8 57 72 48 40 69 19 64
 25  6  6 22 62 22  3 24 79 77 34 41 43 46 44 65 37 55 59 73 34 31 13 36
 36 36 36 36 21 56 78 35 17 13 17 80 30 54 23 67 45 42 32  1  1  1  1 70
  8  8  8  8  8  8  8  3  3  8 27 68 68  8  8  2 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  4 60  9 33  9  8  8 17 39  9  8  1  8  8  2  8  8
  8  8 11  1  1  8 15  8  8  8  8  4 26  8  8  4  8 11  8  8 38  8  8  8
  8  8  8 28 33  9 33  8  8  8  8  8  8  8  1  8  8  8 17 11  1  1  1  8
  8  1  8  8  8]","{8: 62, 1: 15, 36: 9, 12: 8, 20: 6, 0: 5, 11: 5, 9: 5, 33: 4, 17: 4, 16: 4, 19: 4, 10: 4, 7: 4, 3: 3, 4: 3, 22: 2, 2: 2, 34: 2, 29: 2, 13: 2, 68: 2, 5: 2, 18: 2, 6: 2, 14: 2, 56: 1, 57: 1, 58: 1, 60: 1, 61: 1, 62: 1, 66: 1, 63: 1, 64: 1, 55: 1, 65: 1, 59: 1, 75: 1, 67: 1, 69: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 53: 1, 76: 1, 77: 1, 78: 1, 79: 1, 80: 1, 54: 1, 41: 1, 52: 1, 51: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 40: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 81: 1}",0.45208419083581863
cluster_83,"[52  0 49 47 51 40 76 40 36 40 53 61 29 29  7  5 66 50 63  5 14  0 14  0
 75 10 20 20 20 36  7  7 18 18  7 10 36 20 36 20 12 12 12 12 12  3 10 10
  3 12 20 12  3  3 12 34 71 81 58 34 19 19 19  8  8 57 72 48 82 69 19 64
 25  6  6 22 62 22  1 24 79 77 16 41 43 46 44 65 37 55 59 73 16 31 13 36
 36 36 36 36 21 56 78 35 17 13 17 80 30 54 23 67 45 42 32  0  0  0  0 70
  8  8  8  8  8  8  8  1  1  8 27 68 68  8  8  2 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  4 60  9 33  9  8  8 17 39  9  8  0  8  8  2  8  8
  8  8 11  0  0  8 15  8  8  8  8  4 26  8  8  4  8 11  8  8 38  8  8  8
  8  8  8 28 33  9 33  8  8  8  8  8  8  8  0  8  8  8 17 11  0  0  0  8
  8  0  8  8  8]","{8: 62, 0: 15, 36: 9, 12: 8, 20: 6, 11: 5, 9: 5, 10: 4, 33: 4, 17: 4, 19: 4, 7: 4, 3: 4, 40: 3, 1: 3, 4: 3, 22: 2, 2: 2, 34: 2, 29: 2, 6: 2, 68: 2, 13: 2, 14: 2, 16: 2, 5: 2, 18: 2, 57: 1, 65: 1, 56: 1, 66: 1, 64: 1, 58: 1, 63: 1, 62: 1, 61: 1, 67: 1, 59: 1, 60: 1, 75: 1, 69: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 54: 1, 76: 1, 77: 1, 78: 1, 79: 1, 80: 1, 81: 1, 55: 1, 41: 1, 53: 1, 52: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 82: 1}",0.4596850646101066
cluster_84,"[52 10 49 47 51 40 76 40 36 40 53 61 29 29  7  5 66 50 63  5 14 41 14 41
 75  4 20 20 20 36  7  7 18 18  7  4 36 20 36 20 12 12 12 12 12  3  4  4
  3 12 20 12  3  3 12 34 71 81 58 34 19 19 19  8  8 57 72 48 82 69 19 64
 25  6  6 22 62 22  0 24 79 77 16 83 43 46 44 65 37 55 59 73 16 31 13 36
 36 36 36 36 21 56 78 35 17 13 17 80 30 54 23 67 45 42 32 10 10 10 10 70
  8  8  8  8  8  8  8  0  0  8 27 68 68  8  8  2 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  1 60  9 33  9  8  8 17 39  9  8 41  8  8  2  8  8
  8  8 11 41 10  8 15  8  8  8  8  1 26  8  8  1  8 11  8  8 38  8  8  8
  8  8  8 28 33  9 33  8  8  8  8  8  8  8 41  8  8  8 17 11 10 10 10  8
  8 41  8  8  8]","{8: 62, 36: 9, 10: 9, 12: 8, 41: 6, 20: 6, 9: 5, 11: 5, 19: 4, 17: 4, 3: 4, 4: 4, 7: 4, 33: 4, 1: 3, 0: 3, 40: 3, 29: 2, 2: 2, 5: 2, 6: 2, 34: 2, 13: 2, 16: 2, 22: 2, 14: 2, 68: 2, 18: 2, 60: 1, 61: 1, 62: 1, 57: 1, 64: 1, 59: 1, 65: 1, 66: 1, 67: 1, 58: 1, 63: 1, 76: 1, 69: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 75: 1, 55: 1, 77: 1, 78: 1, 79: 1, 80: 1, 81: 1, 82: 1, 56: 1, 42: 1, 54: 1, 53: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 83: 1}",0.45706936434633905
cluster_85,"[52 10 49 47 51 40 76 40 36 40 53 61 14 14  7  5 66 50 63  5  6 41  6 41
 75  4 20 20 20 36  7  7 18 18  7  4 36 20 36 20 12 12 12 12 12  3  4  4
  3 12 20 12  3  3 12 34 71 81 58 34 19 19 19  8  8 57 72 48 82 69 19 64
 25  2  2 22 62 22 29 24 79 77 16 83 43 46 44 65 37 55 59 73 16 31 13 36
 36 36 36 36 21 56 78 35 17 13 17 80 30 54 23 67 45 42 32 10 10 10 10 70
  8  8  8  8  8  8  8 29 84  8 27 68 68  8  8  0 33  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  1 60  9 33  9  8  8 17 39  9  8 41  8  8  0  8  8
  8  8 11 41 10  8 15  8  8  8  8  1 26  8  8  1  8 11  8  8 38  8  8  8
  8  8  8 28 33  9 33  8  8  8  8  8  8  8 41  8  8  8 17 11 10 10 10  8
  8 41  8  8  8]","{8: 62, 36: 9, 10: 9, 12: 8, 41: 6, 20: 6, 9: 5, 11: 5, 19: 4, 17: 4, 3: 4, 4: 4, 7: 4, 33: 4, 1: 3, 40: 3, 16: 2, 29: 2, 2: 2, 5: 2, 6: 2, 34: 2, 13: 2, 68: 2, 0: 2, 22: 2, 14: 2, 18: 2, 62: 1, 63: 1, 58: 1, 65: 1, 61: 1, 66: 1, 67: 1, 60: 1, 59: 1, 69: 1, 64: 1, 77: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 75: 1, 76: 1, 56: 1, 78: 1, 79: 1, 80: 1, 81: 1, 82: 1, 83: 1, 57: 1, 42: 1, 55: 1, 37: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 38: 1, 54: 1, 39: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 84: 1}",0.4559223163270847
cluster_86,"[52 10 49 47 51 40 76 40 36 40 53 61 14 14  3  5 66 50 63  5  6 41  6 41
 75  4 20 20 20 36  3  3 18 18  3  4 36 20 36 20 12 12 12 12 12  1  4  4
  1 12 20 12  1  1 12 34 71 81 58 34 19 19 19  8  8 57 72 48 82 69 19 64
 25  2  2 22 62 22 29 24 79 77  7 83 43 46 44 65 37 55 59 73  7 31 13 36
 36 36 36 36 21 56 78 35 17 13 17 80 30 54 23 67 45 85 32 10 10 10 10 70
  8  8  8  8  8  8  8 29 84  8 27 33 33  8  8 42 16  9  8  8  8  8 11 11
  8 74  8  8  8  8  8  0 60  9 16  9  8  8 17 39  9  8 41  8  8 68  8  8
  8  8 11 41 10  8 15  8  8  8  8  0 26  8  8  0  8 11  8  8 38  8  8  8
  8  8  8 28 16  9 16  8  8  8  8  8  8  8 41  8  8  8 17 11 10 10 10  8
  8 41  8  8  8]","{8: 62, 36: 9, 10: 9, 12: 8, 41: 6, 20: 6, 11: 5, 9: 5, 1: 4, 17: 4, 16: 4, 19: 4, 3: 4, 4: 4, 0: 3, 40: 3, 22: 2, 2: 2, 34: 2, 33: 2, 29: 2, 13: 2, 7: 2, 18: 2, 5: 2, 6: 2, 14: 2, 60: 1, 61: 1, 59: 1, 63: 1, 64: 1, 65: 1, 66: 1, 67: 1, 68: 1, 58: 1, 69: 1, 62: 1, 77: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 75: 1, 76: 1, 56: 1, 78: 1, 79: 1, 80: 1, 81: 1, 82: 1, 83: 1, 84: 1, 57: 1, 43: 1, 55: 1, 37: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 38: 1, 54: 1, 39: 1, 42: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 85: 1}",0.4486815213461578
cluster_87,"[52 10 49 47 51 40 76 40 36 40 53 61 14 14  1  5 66 50 63  5  6 41  6 41
 75  4 20 20 20 36  1  1 18 18  1  4 36 20 36 20 12 12 12 12 12  0  4  4
  0 12 20 12  0  0 12 34 71 81 58 34 19 19 19  3  3 57 72 48 82 69 19 64
 25  2  2 22 62 22 29 24 79 77  7 83 43 46 44 65 37 55 59 73  7 31 13 36
 36 36 36 36 21 56 78 35  8 13  8 80 30 54 23 67 45 85 32 10 10 10 10 70
  3  3  3  3  3  3  3 29 84  3 27 33 33  3  3 86 16  9  3  3  3  3 11 11
  3 74  3  3  3  3  3 17 60  9 16  9  3  3  8 39  9  3 41  3  3 68  3  3
  3  3 11 41 10  3 15  3  3  3  3 42 26  3  3 17  3 11  3  3 38  3  3  3
  3  3  3 28 16  9 16  3  3  3  3  3  3  3 41  3  3  3  8 11 10 10 10  3
  3 41  3  3  3]","{3: 62, 10: 9, 36: 9, 12: 8, 41: 6, 20: 6, 11: 5, 9: 5, 1: 4, 16: 4, 0: 4, 8: 4, 4: 4, 19: 4, 40: 3, 14: 2, 6: 2, 17: 2, 18: 2, 5: 2, 22: 2, 2: 2, 13: 2, 7: 2, 34: 2, 33: 2, 29: 2, 68: 1, 70: 1, 69: 1, 64: 1, 67: 1, 66: 1, 65: 1, 59: 1, 62: 1, 61: 1, 60: 1, 63: 1, 78: 1, 71: 1, 72: 1, 73: 1, 74: 1, 75: 1, 76: 1, 77: 1, 57: 1, 79: 1, 80: 1, 81: 1, 82: 1, 83: 1, 84: 1, 85: 1, 58: 1, 43: 1, 56: 1, 55: 1, 15: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 42: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 86: 1}",0.4422079078285562
cluster_88,"[52 10 49 47 51 40 76 40 36 40 53 61 14 14  0  5 66 50 63  5  6 20  6 20
 75  1  9  9  9 36  0  0 18 18  0  1 36  9 36  9 12 12 12 12 12 41  1  1
 41 12  9 12 21 21 12 34 71 81 58 34 19 19 19  3  3 57 72 48 82 69 19 64
 25  2  2 22 62 22 29 24 79 77  7 83 87 46 44 65 37 55 59 73  7 31 13 36
 36 36 36 36 43 56 78 35  8 13  8 80 30 54 23 67 45 85 32 10 10 10 10 70
  3  3  3  3  3  3  3 29 84  3 27 33 33  3  3 86 16  4  3  3  3  3 11 11
  3 74  3  3  3  3  3 17 60  4 16  4  3  3  8 39  4  3 20  3  3 68  3  3
  3  3 11 20 10  3 15  3  3  3  3 42 26  3  3 17  3 11  3  3 38  3  3  3
  3  3  3 28 16  4 16  3  3  3  3  3  3  3 20  3  3  3  8 11 10 10 10  3
  3 20  3  3  3]","{3: 62, 36: 9, 10: 9, 12: 8, 20: 6, 9: 6, 11: 5, 4: 5, 1: 4, 19: 4, 16: 4, 0: 4, 8: 4, 40: 3, 14: 2, 22: 2, 34: 2, 29: 2, 5: 2, 13: 2, 2: 2, 33: 2, 21: 2, 41: 2, 6: 2, 18: 2, 17: 2, 7: 2, 69: 1, 71: 1, 70: 1, 72: 1, 65: 1, 68: 1, 67: 1, 66: 1, 60: 1, 63: 1, 62: 1, 61: 1, 64: 1, 80: 1, 73: 1, 74: 1, 75: 1, 76: 1, 77: 1, 78: 1, 79: 1, 58: 1, 81: 1, 82: 1, 83: 1, 84: 1, 85: 1, 86: 1, 59: 1, 44: 1, 57: 1, 56: 1, 15: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 87: 1}",0.44730267147344965
